RegionID,SizeRank,RegionName,RegionType,StateName,State,StateCodeFIPS,MunicipalCodeFIPS,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29,2024-03-31,2024-04-30,2024-05-31,2024-06-30,2024-07-31,2024-08-31,2024-09-30,2024-10-31,2024-11-30,2024-12-31
3077,478,Washington County,county,WI,WI,55,131,236668.21231320046,237959.58352070276,238809.5747845769,240001.27202997197,241105.2039110792,242170.59832696742,243036.05993053503,243605.08520823318,244414.15008958196,245237.7409571261,246016.01816668222,246414.43782092864,246691.334899188,247453.3522778252,249040.23023317556,251069.98317563548,252798.17030743937,253878.60371383512,255002.87790852506,255953.22432738126,256689.14955172237,256709.6478622295,256746.31617000265,257225.9269758798,258311.25963248825,260346.87137948096,262467.9346778972,264225.81198631646,265319.2208140477,266299.8900805768,267329.55880753975,268321.7401933438,269098.0526381009,269835.35191831255,270908.02041831,271999.518818787,273484.3712535137,275078.6435806423,277151.7008322079,279117.45419544954,280418.1081474605,280820.3099853,280873.9906000903,281555.16414883436,283863.7486706634,287127.48032851313,290537.39663891157,293726.23831461015,296832.5554087734,300026.6926912079,302680.7792408253,305310.08224906283,309068.743303594,313394.9495514739,317620.6148325317,319579.845144181,319502.2340878633,318619.1957379587,318360.8306453226,319298.288136204,320896.2892038667,323363.251593723,327062.99672812346,332077.95229837927,336682.2867490674,339817.7092972239,340542.0826249351,339621.57902545884,338260.27143529773,337284.19128453213,336992.11683513894,337490.13893250003,340049.17919534177,342603.63579259807,346422.86541323643,349848.88758710655,353513.31674873485,355650.6539366701,356773.209244376,358908.8965859607,360972.02765337337,362338.1951386652,362660.01309879235,362590.16580056935,363160.01497290935,365120.892116827,368608.32846621587,372730.00979270646,375627.6620997921,378144.19709706865,379524.78449898935,380625.97980755725,380854.6152577919,381486.07761524833,382529.5450099138,383916.8002239733
2767,526,La Crosse County,county,WI,WI,55,063,176341.14932247563,176938.75694459726,177922.84879189482,179086.66139994247,180168.44697855855,181000.38191401787,181645.47786812414,182036.18764957262,182535.0025098445,183328.35728475117,184470.50743471968,185559.30721133645,186269.06944180388,186864.90199324008,187451.85132766166,188260.40754591036,189121.05997282793,190042.99005877422,191513.85002921324,192720.09599695125,193612.31329208994,193691.26971342156,193924.5674291459,194277.45644594895,194894.33810411833,195708.82472197976,196918.27916630483,198019.05444569318,199057.1610666561,199982.2821850927,200878.73257275627,201642.31844550665,202345.08464431905,203198.03815713004,204157.36280643768,205059.8959955353,205921.04846752444,206766.35286627515,207750.57225899465,208908.56178505396,209899.3593687577,210715.0702370693,211369.12179661504,212635.88733273256,214908.20079554818,217741.57946057685,220300.62664127667,222024.6370362182,223329.94139351975,224778.1197866661,226567.47966163428,229024.5503099383,232463.5025675852,236137.13493073607,239583.22373843132,241527.63226230117,242651.52641024208,243246.78264260176,244472.01421821633,246295.48606896392,248546.3390603717,250910.48696309017,253462.52438499464,256723.0559783997,260087.59679759573,263136.0305156729,264680.20181305934,264833.6544144917,264298.4609464029,263967.3717139588,264073.5585113392,264300.2744039821,265412.38877608394,266617.39311605744,268804.61552654684,271373.09910825064,274136.93347628403,275849.9074213714,276422.845192097,277215.2188352814,278032.2795089632,278371.1464146296,278194.7851524747,277884.90845952067,278248.07151038037,279622.58887666656,282002.9409967508,284702.0163249511,286421.5012998069,287760.21795514715,288937.94869164424,290505.4806287356,291763.2012575189,292622.50129281334,293085.9018925558,293201.8718321669
2845,538,Sheboygan County,county,WI,WI,55,117,151183.09064101707,151886.19887389478,152354.75180570348,152788.04432292553,153325.0143861083,154050.934757159,155057.5165286152,156253.7397683809,157540.01944841232,158712.30893900752,159880.92005702466,160928.72460935783,162098.8575641607,163317.57173115728,164924.11550494452,166288.89484871275,167476.70873171417,168047.11236307037,168935.4301850296,169659.18165349026,170420.60455452776,170669.43422748626,171257.92698282143,172291.88549855677,173581.4548002355,174835.19612344564,175674.3264276888,176288.0579877223,176698.97164315011,177300.06029546997,177866.44777762773,178608.1564204415,179298.47449305898,180176.22824215764,181114.8219635683,182032.49685883135,183158.4834626865,184562.3419966478,186001.83691505154,187209.49886219305,187749.97051634788,187977.99385204943,188439.63441104698,189786.11552228776,192357.25750331735,195642.6404940089,198861.54058520283,201531.50257749876,203759.46376854143,205947.5113914845,208158.12966931277,210382.80149068567,213204.39422644256,216561.39189870737,219121.81874441123,219938.94694494325,219295.93314966917,218619.79587023318,218890.78936773213,219895.2010557562,222039.83710465053,224860.49053893812,227950.59597040448,231303.97088833575,234440.27663431122,237174.09380246885,238284.62788709937,237783.27056422728,236795.57666023623,236148.3988975432,236391.31567665623,237246.64145613348,239109.32788434732,241077.6609722823,243761.14733751866,247173.23132675976,250722.04290036586,253403.51693713016,254932.75346549426,256569.18360104438,258172.57468940996,259370.9947509366,260181.05420945142,260374.265939321,260860.62002651117,262194.5013625588,265161.3892622034,268993.24299022666,271868.4631951962,274017.0425738731,274969.58197472687,275840.05532578944,276583.25043002504,278083.8341514379,280098.93104410963,282406.3491298155
2592,578,Walworth County,county,WI,WI,55,127,200218.1751243632,201475.0611252078,202883.23853330477,204511.55277617593,206335.99085438333,207790.54532007605,208941.81329972623,209921.00500358528,211209.8429318842,212434.0244599427,213436.98921376932,214091.32834614313,214617.11188703377,215214.16863302398,216369.55019412003,217767.01537529458,219420.98757124276,220575.6865853297,222280.64221216785,223620.55494119905,224924.0187450944,225412.36751454163,226168.47638039,227137.53146046223,228523.78590125658,230332.49442441692,232435.80782754518,233921.11262092716,235209.63075466632,236046.65171219982,237031.795648646,237942.68294238238,238832.31618195496,239696.73173998247,240523.1098924221,241542.52933036583,243112.11202239394,244916.73739513024,246961.44739100084,248798.66658849688,249876.49506738517,250200.96235757973,250503.6984373645,251918.53023591623,255048.99654273188,259465.8630782692,263940.3935712454,268319.0450134022,272203.5302163351,276388.60153790476,280199.01473167795,284224.5776949362,289061.2990644108,294369.1845647685,299506.5462055795,302610.50001829135,304178.5254581086,304574.3471046356,305273.2107764107,306414.32954536896,307890.65155061666,310303.8221412589,313611.5385944345,318598.81892222905,323455.6956118667,327445.6541468072,328994.2230069504,328879.25804899243,328395.0441680218,328411.84942299506,328417.91128044104,328655.6469297704,330617.22359092784,333151.37904370873,336165.1493737024,339009.48500075616,341754.96908627247,343499.42272846214,343689.356770046,344451.95164299576,345456.41629216354,346330.8683147685,346532.8069627522,346165.8145103201,346126.74577870144,346731.8223013003,349237.247168092,352554.55580660276,355176.0161416745,356772.7092906707,357477.93770200823,358095.84531052946,358186.94630932464,358330.5925236716,359228.4609008811,360587.05236691306
2924,584,Eau Claire County,county,WI,WI,55,035,166625.58770733362,167720.7633714946,168695.82476410465,169699.03190292072,170519.13231419242,171477.1083941419,172093.38195199473,172672.5580346523,173189.19184685618,174084.37142160334,175230.0799717484,176221.68651438304,176987.42710218983,177725.00794186175,178719.7465354267,179989.52952042432,181446.34694569753,182817.45771222244,184319.29334529606,185143.44440143803,185803.86281328692,185983.07194713844,186438.7133082673,186906.92193589732,187614.69157013288,188561.19144290706,189828.08156368765,191109.90730919575,192292.53848579552,193160.37729266533,193733.27445943022,194289.96141881568,194871.54021568343,196022.72093517872,197384.35639542938,198926.81597130522,200303.73619015407,201340.07802485317,202364.13488049453,203464.87596507173,204803.24159513868,206030.51987174444,207361.73312732685,209182.82925528023,211891.0621227379,215065.629917543,218431.43959509805,221491.9787061884,224049.7004346553,226241.342789224,228273.0068592423,230825.17184398734,234389.92533278812,238641.4506470264,242267.64861211865,244211.31560794983,244785.6618372237,245002.19024855024,245474.67399047362,246601.37474104087,248768.52138411035,251885.38379666363,255635.36723086986,259965.40879059475,264264.0279717688,267936.42738089606,269592.3250096916,269239.3415939261,267944.8880378523,267034.49276214204,267103.92847025424,267556.5157213086,268395.1505532393,269329.4025195919,270867.02274521464,272873.55844630307,275273.5595878516,277202.3369482626,278507.43839534634,279867.6612359002,281326.94394608174,282119.8248228314,282329.1298915722,282248.66625042603,282957.0015995447,284524.9280221061,286877.5864198436,289427.5947164173,290848.16972984036,291480.0982702106,291577.70476247737,291725.9928265905,291778.1220489573,292004.0168251725,292698.46102772024,293800.84101680137
3092,590,Fond du Lac County,county,WI,WI,55,039,142452.587956056,142734.36187974786,143105.94446351254,143595.8366807521,144135.99295431873,144816.21122012302,145487.5693541889,146228.31798037534,146954.09637755237,147991.13936322837,149143.7517949686,150161.65628350087,150905.83689405242,151483.42974579227,152342.06822910134,153161.1498564499,153986.99540211714,154652.0846208686,155523.87268560778,156176.61334957616,156665.435550942,156920.51275255805,157680.3266654272,158637.09558144095,159833.7987505252,161127.86250189354,162441.4329406257,163346.10150340258,163877.69151779477,164281.44902687907,164872.29397890472,165377.82280665042,165928.02348601565,166632.43264913742,167512.79638716,168407.55716505562,169152.3725369332,169782.15129250623,170374.26799365037,171094.35873138384,171541.8051157729,171799.9218656095,172186.42312551205,173549.2566635267,175832.49162871632,178426.61674999146,180776.31876358783,182725.88838743125,184260.4542028848,185661.39239251692,187066.10237277462,188962.22268761706,192071.17037429742,196130.26549938158,199413.80348333088,201398.8838735082,201853.7983579101,202441.86413101028,203315.1856238589,204688.99872532464,206920.15265696644,209572.07684815035,212681.9187308493,216414.21753330223,219994.97360413044,223157.02737456033,224568.12696882288,224498.41457410564,223840.9447550655,223380.37792375826,223613.44555360553,223925.47956699037,224918.9138402665,226412.88617619887,228502.9262004625,230574.43673150302,232497.08261054064,234280.3379013016,236025.74589304524,237673.46953094305,239058.5282344491,239810.4595606925,240501.4478315677,240904.41528640012,241714.92500932937,243225.2750050719,246049.33658591844,249367.9430210562,251806.20153907535,253361.44026636702,254171.5845681683,254832.10494321524,255220.54124356518,255971.95897690448,256999.1705443012,258360.59764237306
3126,650,Saint Croix County,county,WI,WI,55,109,233668.60291617477,234836.78847836354,236468.54088276913,238464.70797148408,240379.30789731618,241757.09656348205,242827.82295726603,243752.63979288816,244742.4636918863,245900.8256408001,247059.4379615381,248258.1400941262,249205.92003899557,250469.9119337541,252385.09866001934,254363.5781141521,256062.30792240496,257319.16750641598,258866.61363357084,260171.11445562926,260862.08366431607,261168.9427934098,261618.33357796623,262766.44462033716,264379.4955505252,266501.11003387434,268890.03941387456,270732.57972879877,271974.9620196238,272699.6167900884,273327.6895537555,273973.4478487997,274199.54173638346,274678.5377371994,275494.94276044524,277055.24503605533,279049.2295305186,281133.9669572322,283234.0937323066,285291.20634234353,286619.32129817386,287516.95180610573,288295.6040755676,290200.71976931154,293628.68622369,298148.827193667,302751.5048765085,306920.7862032074,310450.78409563535,314296.78634277405,317939.16048187943,322086.45541092136,326852.74342102685,331873.57811439625,336648.76552632236,339820.70567500056,341720.52311679284,342630.91802046733,344103.6243263148,346430.6989668864,349857.96941785904,353667.16905475827,357688.8653549513,361980.3826081147,365527.87913423235,368239.0091458836,368722.6883479801,367873.7548580238,366470.6806118849,365916.70880533016,365906.5152343164,365865.9468253285,366225.17007896426,366833.27784491546,368956.135760535,371542.38755233487,374172.4971996139,375251.5309713553,375615.1742976967,376041.8886621548,376534.7087406139,376386.37696881866,376057.0527723928,375739.37286456,375969.6989897502,377048.40680969454,379294.16908846964,382301.44542489323,384398.44045051764,385721.22745655105,386404.0985766717,387189.1404598018,387500.941931621,388021.37824397,388852.54723626474,390222.99053339666
1961,658,Ozaukee County,county,WI,WI,55,089,287758.14946682804,288636.65594820894,289636.54837548017,290830.14466631,292119.156833744,293145.15024836495,294042.2067830898,294588.8634212077,295140.1830048436,295833.01131341566,296950.4377036391,298009.4846177641,298934.8837945331,299547.4305953075,300963.06518451916,302715.50373815367,304745.143217565,306326.0211128797,308149.29700046714,309217.10197510297,309816.1491923297,309365.8482297514,309636.2768650783,310693.48522607685,312674.93303976447,314943.83547399956,317176.359065868,318990.7183659721,320413.7244300386,321320.5962823477,321719.3042651,321695.1648240486,321530.34808687767,321800.23721630225,323074.2551297457,324669.2147188829,326876.22130457574,328671.77735163114,330422.4053002919,331491.75400784065,332039.85288439115,332521.69504527975,333169.46766084625,334436.57462981576,337000.2323711997,340556.1067966561,344560.4639354308,347959.8131254229,350690.93491340516,353531.60016851657,356402.2953574642,360165.083571967,364561.08765963715,369107.9765508119,373052.59945145313,375286.1379245042,376220.7453428843,376233.3223211049,377056.8062152455,378554.07949177345,380579.6065698094,382810.2084023494,386128.2224634094,391011.9810350621,395700.146811665,399348.3613311705,400401.4893034894,400166.74758059275,399182.5239544198,398453.76612993516,397913.2339545956,398290.8648964714,401032.4037568274,403955.3533295319,408774.3177905422,413928.30833023385,418799.24623859907,421083.6311595658,420643.82620540337,420727.04259058967,420248.86402984796,419510.627328944,418384.3472023062,417051.9122227806,416238.39386574196,417391.4824388256,421296.25138147734,427174.36923951446,431544.03925400577,435368.22742434096,437202.06527730514,439280.3293192342,440068.1203773759,441162.91769858816,442310.6475719174,443598.3131790078
485,664,Dodge County,county,WI,WI,55,027,158252.41760406396,158704.78533595544,159096.87269203537,159457.96306511844,159631.28144221246,159842.42489961744,160137.57440527072,160694.5653710719,161605.00726216866,162700.08504309694,163912.50847321202,164900.6218951127,165877.91407680456,166748.41895193313,167798.10748778112,168705.47803450937,169451.29074467404,169861.43578427436,170820.58074770798,171856.2857963195,173021.51574620363,173580.33601358545,174337.25672367128,175213.20059433882,176504.30359262004,178376.42899543536,180324.7097160787,181913.90271867948,182600.72581260614,183171.88492935113,183776.14748895797,184565.51038316533,185138.26995335027,185616.73535320768,186186.09987056607,187003.5556092454,188314.0800865468,189845.80129387524,191596.64876007545,193094.9477063755,193904.16858748297,194094.3301225231,194344.21533622444,195422.26554204721,197836.39975670713,200629.3826369145,203706.03467897236,206651.31564479088,209561.42513275755,211850.59370155822,213439.64670921874,215161.27964586983,218003.3943258033,221790.05498524185,225284.6699301795,227388.20774590937,228081.41397878062,228320.2527615827,229104.06983340415,230024.902980034,231496.3198926636,233077.02858611045,235008.59471880202,237471.78350040162,240062.14441740862,242729.45417807493,243957.6403131817,243869.67639617439,243031.7690523502,242342.89291783088,242173.9852997224,242575.64367652326,244407.36323593665,246825.00974434285,249883.94949066592,253116.36415552592,256210.84651261382,258489.15581681012,259480.4747543782,260291.6396911166,260998.04856084342,261012.29337455006,260849.08671848735,260221.8696804211,260323.3103773359,261671.3211888659,264839.28818995523,268798.35103953053,271341.0272429999,272962.09911387565,273984.7119715903,275080.8512905944,276175.4049003244,277597.9451713252,279374.5616797954,281009.0761660332
2756,686,Jefferson County,county,WI,WI,55,055,186035.12104604018,186742.92485302026,187570.00786021873,188445.3503007378,189434.5184673205,190418.96929362262,191336.38006630563,192417.42568664937,193588.42541809383,195065.9094602312,196536.99699657445,197622.7760532905,198160.58157538538,198609.5633453693,199415.8006271452,200576.19320896143,201571.5180230286,202379.8449007013,203758.13592134134,205217.01025818454,206450.91150106714,206756.31387051512,207177.67428305862,207929.27287203245,209213.42265621704,210592.22764516517,212352.6718027786,213858.2087229091,215476.40591670285,216714.62967661163,217805.9594002864,218641.201437475,219289.33016408412,220158.6995130221,221454.8855048366,222904.17254628483,224296.51183230677,225248.40282178833,226340.3982002846,227724.91773862412,228852.96045512575,229700.28761332613,230289.31315621873,231781.77010704437,234665.90847598403,238224.37728878576,241702.72380551638,244218.85967148797,246500.87658655806,248639.35289242817,250717.95116148578,252869.87436013817,256204.53396009342,259960.6054618462,263894.2989743377,266211.57163522486,267469.3099516393,267986.13245590165,269185.2944171509,271000.7274705033,273464.36783917394,275997.3707663743,278764.22444829415,281948.62632658106,284682.2372363298,286783.63824468205,287342.50045836094,287128.34463938413,286825.9579164937,286590.1944159788,286359.9268785272,285812.07222989894,287060.6282345046,289189.2308097268,292875.249236309,296510.2287325657,299833.67814787425,301671.8939124453,302449.70971855987,303911.6497447275,305693.3871716783,306704.1177827182,306589.3416887238,306116.4013382475,306190.3891918002,307509.58122452465,310473.77899158426,314127.63441701094,316786.73629079113,318313.708141985,318952.2918764639,319403.46430896205,319994.36455115076,321162.18601197394,323045.1074071058,325045.73032620683
2783,708,Manitowoc County,county,WI,WI,55,071,121374.52060933666,121188.14485367278,121166.50888797351,121343.44322571212,121707.03579315629,121981.6020651817,122213.62799172894,122327.66324287857,122647.68713646107,123147.57692718973,123743.8953662961,124014.41936020723,124178.91434398474,124610.71706387067,125362.65348191123,126071.83483081392,126504.50141432103,126728.24685071489,127202.95540202368,127833.68269665563,128683.94804974885,129240.75159245025,130038.55182904749,130915.96706526719,132196.9982820383,133566.9301366042,134887.84223148643,135976.66076460536,136963.5366259632,138051.94708906428,139220.72952192024,140104.35585392095,140623.32246980906,141167.44668693925,142170.67327363123,143448.19428053117,144622.59453329846,145488.70625290473,146055.993308853,146630.7446817219,147087.27991805205,147774.89961846927,148511.28101628867,149928.81234942432,152080.98338613333,154502.1569644936,156656.22546517444,158225.4136225887,159589.9349813173,161073.60689264126,162698.35224437006,164846.1629305362,167708.46776568657,171071.43165600937,173852.26640485195,175331.1928059114,175654.17287711822,175594.45584445063,175908.72463020834,176921.35786058,178909.31772385887,181410.3238106868,184116.74771068,187126.38192173067,189606.5258912054,191460.6344262727,191800.85938786287,191396.0984754309,190699.816735241,190594.0732732773,190899.74507351048,191554.87871935926,193037.02817066418,194941.4481833667,197134.66212690613,199374.68692283196,201683.76529249398,203276.59845694574,204289.99846247167,205538.6105653633,207004.9829903741,207870.0337286349,208368.96433483076,209191.97462789746,210504.58905323068,212496.01738892533,215467.44953830508,219122.38637864136,221584.49929633888,223124.1652643731,223774.8882474377,224590.3068136097,225482.7316777899,226737.2465106726,228554.8546665609,230461.92577651385
337,753,Wood County,county,WI,WI,55,141,115743.14412547507,116488.82208696615,117070.7299198,117459.39106311627,117871.93392630153,118597.9209857352,119448.74621387047,120261.72898735892,120987.91429527372,121796.70982158107,122742.56373515613,123524.15993413726,124059.47684799232,124499.95820265921,125327.24247226177,126214.78383337136,127110.65925281231,127659.59252985717,128617.08685420179,129426.24591884082,130437.28831850144,131035.87365882074,131847.84423595807,132385.51354543373,132839.1218559353,133637.3479794646,134882.75089597874,136118.49626713173,136729.26926791997,137045.3811020713,137537.15171740288,138362.7114969451,139279.07755385104,140419.5651159661,141667.25885130008,142793.4683907905,143596.49611617255,143873.82807650557,143984.98595708562,144324.7293097567,145079.61833230391,145902.0454439407,146770.62317727637,147948.024776508,149899.02317369732,151407.18387517732,152001.66369962343,151370.76965715396,150526.36707850534,149864.23228636608,149785.2485437423,150737.21042655638,152933.06835888434,156030.58842690266,159001.95433728932,160823.3733301574,161531.4978520998,161694.72988944626,162253.4677158317,163211.09343345417,164673.7081805908,166310.98198121527,167925.68842095006,170002.59352001452,172103.33438322565,174091.1528968968,174790.59157695665,174397.8286057076,173735.04514853153,173559.00309949042,174178.93634403238,175151.27449107837,177252.83256686744,178787.85692234765,180301.81590269072,181666.69607765402,183893.1695454632,185604.32244000735,186508.10068826863,187333.51200517648,188350.87098717477,188886.07816341662,189087.34072809434,189011.20450423515,189007.57356747636,189889.488535338,191880.4739848325,194729.05092537962,196321.3510822154,197481.30550535527,198054.91003181878,198883.10869396114,199243.28424543023,200025.26269770297,201553.4315917575,203573.01792771733
1976,777,Portage County,county,WI,WI,55,097,171774.99345299116,172151.72554622014,172510.5527789192,172899.51129497366,173397.45293246323,174170.74336428134,175152.70190989246,175961.67782056867,176525.84221257176,177093.58512739654,177982.79430540348,179245.59276049898,180361.76238791537,181228.62878116991,182025.54350316085,183027.9933273509,184032.08422175804,184628.31073993596,185354.7810628784,185792.15001701357,186124.2090115056,186004.4107023595,186477.19960400058,187324.72299890732,189041.7556720447,191082.04516233617,193329.3440663653,194775.78738363474,195797.63185332913,196630.19153246077,197467.83794930603,198014.27636367458,198509.65207157898,199212.01143503308,200360.63905205127,201707.5539918845,202871.210562142,203807.29015456594,204697.31619387862,205720.106427685,206619.85078419256,207422.88646701028,208596.04486552268,210401.07679653796,213164.28603763087,215664.69810444527,217571.11914286064,218143.69751975907,218451.98018168565,218868.59519490218,219643.69441546453,221319.7977372705,224652.13572244762,228869.82115212685,233136.29992647268,234924.19850341557,235161.44812363767,234412.22503359735,234495.87261741757,235164.06288166903,236566.46862035975,238370.33016935643,240257.370755838,242521.25672860292,244470.40316381262,245760.51891079827,245657.1667884652,245140.9454177846,245073.62471076738,245713.68519064758,246734.3652004852,248134.51247531502,251278.64776320537,253838.32077472654,256955.9934294296,259317.16378251647,261623.42565654917,261986.05132201753,260989.44500261437,261121.05295226382,262812.061608575,264150.17325983365,264716.18480788526,264101.50672683073,263647.8603476944,263924.20002995996,265726.36049986194,268265.61860750156,269838.9916938092,270997.91228267923,272243.7231713776,273932.2781484519,275239.16102638,276806.15084406576,278554.94373852387,280345.16556978325
2201,825,Chippewa County,county,WI,WI,55,017,160199.11681069888,160995.57606519604,161800.47728114016,162718.03910183324,163751.02448915443,164966.4602892741,165937.12011107072,166740.5000727071,167650.28953764265,168888.77246704057,170355.79786300802,171370.900532657,171976.45608224918,172405.8063771428,173199.08948218354,174058.1901437687,174751.82779972185,175166.69396126186,176102.84721592534,176855.9717496146,177554.49667460736,177877.72721111748,178892.11395205907,180278.87927546442,182046.75035180777,183913.52182048978,186061.0948725061,187954.1778882903,189379.9373533479,190075.73145572617,190347.80070566214,190513.22813026558,190942.11431182528,191739.77145573244,192762.56265483957,193874.69980814704,194975.5950321063,195980.81429693522,197005.36072895923,198318.33771755864,199700.14957402332,200970.6654762377,202023.1819525791,203690.5351994386,206333.76115821325,209561.46396174075,212681.0663820339,215334.0134713338,217599.8651960581,219679.5134440627,221419.33063205294,223558.95435143565,227046.9142419152,231861.44340725112,236604.17073572395,239142.08423281508,239870.38741936287,239625.0303362504,240085.27131249857,241358.42981384392,243981.77874832074,247102.5228809476,250164.28488480975,254003.87532317778,258104.5001122402,261856.73257048544,263005.0978282588,262441.70636687137,261377.43175110684,260749.02912478763,260600.94139781897,260595.5928856289,261667.41622047787,262891.85127178725,265279.25707119476,268363.2841541097,271755.83369894116,273853.6029315644,274662.0905740009,275851.7362565237,277131.63655152736,277499.6284760013,277065.99831994047,276273.35608468944,276425.6319949859,277771.43243021396,280626.51540226856,283709.1894324771,285484.27780222683,286664.22010387416,287720.53825179796,289059.0751755449,289628.6822870809,290537.2427424255,291940.32823941996,293770.5779589922
314,832,Sauk County,county,WI,WI,55,111,187774.8171686446,188022.33283067157,188165.5486166492,188593.5114828006,189328.24659983767,190200.68021055582,190905.02207374937,191724.02750453632,192781.82928795225,194543.3829233698,196380.4961858023,197980.1399525057,199044.72119690062,200097.67358750175,201388.04802013657,202441.73779232733,202955.67270684068,203041.02789128028,203643.5552078941,204214.95399165704,204728.17613065962,204814.16605481715,205327.30561248588,206350.73462792826,207978.6178282646,210218.21763932146,212530.14287385918,214088.3064148513,214584.28799572564,214767.6665863175,215251.5069871637,216098.87606477717,216675.32193213282,217393.51019738405,218429.3645891395,219768.54325206982,221533.38268585622,222786.77156537212,224124.015002123,224788.82741012648,225483.1374791656,225946.1164516007,226589.9389185241,228036.90350189674,230835.1478774543,234413.816027279,238015.70039170177,241018.2002853734,243383.47108365074,245663.93149127287,247996.95518407298,250546.9721860704,253676.21882278376,257057.95168057477,260811.10459971745,263207.2600543219,264446.91225775477,264886.76386594464,266078.88256251573,268012.1835928213,270454.74535272236,272837.7800133661,275623.00411002454,279487.9163577878,283512.1604364153,286904.07500893396,288295.29637940193,288356.3877798833,287565.1420510033,286857.91735565517,286381.11220706726,286393.14265861415,288115.8540387827,289993.3387246953,292921.5438114678,295661.8284121821,299074.4650133685,300959.81468831515,301381.9668403687,301706.35685052135,301872.25642937724,301454.0146749153,300541.44736214675,299446.50029303785,298972.9334133086,299761.58238194016,302548.7632830639,306350.10915373603,308434.32576874393,309660.3230442077,309852.92765773094,310103.4536983433,310024.27447261376,310357.96623600647,311093.18797630636,311334.7823137511
2218,905,Columbia County,county,WI,WI,55,021,184939.75712241663,185950.07100878467,186685.94550910068,187761.72952378486,188882.4387197943,190228.38202995248,191541.8987695113,192733.54466814955,193834.36444837923,195087.77069855365,196293.6747807016,197247.74435138583,197702.72175743247,198475.5375035768,199790.38386944402,201293.4202120146,202492.25609830394,203324.40785259646,204635.00353403957,205771.78424012734,206608.60242379675,206707.26986246163,207023.66186173164,207672.46734481375,208700.8457931754,210118.75577763468,211532.33412538152,212689.7173327362,213470.9079775232,214434.62601702742,215567.75964889882,216870.87108472254,217757.37900096484,218607.47035065977,219578.95710391816,220808.63718698965,222194.3398032953,223300.4667424372,224259.96512735056,225003.29397655535,225471.57266129577,226092.25737593198,227052.80640904512,228803.65450777623,231569.17739641643,235219.47182661577,239211.9896162207,242609.55528575453,244922.97004760383,246497.11096480614,247930.26552119807,250543.22984740968,254842.86304062407,260182.00492992764,264555.8656086069,266377.34187822306,266238.61348106276,265259.09426679194,265180.85096414905,265789.8123116452,267580.3213297283,270033.2459050427,273229.741739394,277167.15620472614,281121.30661322386,284391.2035925251,285555.09455246484,284870.47216309333,283511.13244527346,282720.4558174692,282425.55434237834,282452.358021049,283932.2432363246,286116.89094138605,289784.38845909265,293072.70045256807,296081.5386192677,296901.0492485536,296768.4129285724,297526.7054376759,299452.909280418,301319.47594059183,302061.99989277165,302137.7048229689,302190.442460153,303231.580236098,305448.50058838475,308542.25807158224,310266.24434433674,311272.7832998112,311752.6682355018,312863.8040560717,314173.77592762484,316044.99676893867,318216.3639129466,320168.1678346489
